TAXON_ORDER,CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,SCI_NAME,ORDER1,FAMILY,SPECIES_GROUP,REPORT_AS
336,issf,spwgoo2,Spur-winged Goose (Northern),Plectropterus gambensis gambensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,spwgoo1
337,issf,spwgoo3,Spur-winged Goose (Southern),Plectropterus gambensis niger,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,spwgoo1
338,species,flystd1,Flying Steamer-Duck,Tachyeres patachonicus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
339,species,flistd1,Flightless Steamer-Duck,Tachyeres pteneres,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
340,species,falstd1,Falkland Steamer-Duck,Tachyeres brachypterus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
341,species,whhstd1,White-headed Steamer-Duck,Tachyeres leucocephalus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
342,spuh,steame1,steamer-duck sp.,Tachyeres sp.,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
343,species,creduc1,Crested Duck,Lophonetta specularioides,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
346,species,speduc2,Spectacled Duck,Speculanas specularis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
347,species,musduc,Muscovy Duck,Cairina moschata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
347.5,domestic,musduc3,Muscovy Duck (Established Feral),Cairina moschata (Established Feral),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,musduc
348,domestic,musduc2,Muscovy Duck (Domestic type),Cairina moschata (Domestic type),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
351,species,grnpyg1,Green Pygmy-Goose,Nettapus pulchellus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
352,species,copgoo1,Cotton Pygmy-Goose,Nettapus coromandelianus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
355,species,afrpyg1,African Pygmy-Goose,Nettapus auritus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
356,species,rintea1,Ringed Teal,Callonetta leucophrys,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
357,species,wooduc,Wood Duck,Aix sponsa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
360,species,manduc,Mandarin Duck,Aix galericulata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
360.5,hybrid,x00833,Wood x Mandarin Duck (hybrid),Aix sponsa x galericulata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
361,species,manduc1,Maned Duck,Chenonetta jubata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
362,species,bratea1,Brazilian Teal,Amazonetta brasiliensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
365,species,bluduc1,Blue Duck,Hymenolaimus malacorhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
366,species,torduc1,Torrent Duck,Merganetta armata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
373,species,saltea1,Salvadori's Teal,Salvadorina waigiuensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
373.05,species,baitea,Baikal Teal,Sibirionetta formosa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
373.1,species,gargan,Garganey,Spatula querquedula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
373.15,species,hottea1,Hottentot Teal,Spatula hottentota,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
373.2,species,siltea1,Silver Teal,Spatula versicolor,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
373.25,species,puntea1,Puna Teal,Spatula puna,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
373.3,species,buwtea,Blue-winged Teal,Spatula discors,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
373.35,species,cintea,Cinnamon Teal,Spatula cyanoptera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
373.4,hybrid,bwxtea1,Blue-winged x Cinnamon Teal (hybrid),Spatula discors x cyanoptera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
373.45,slash,y00314,Blue-winged/Cinnamon Teal,Spatula discors/cyanoptera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
373.5,species,redsho1,Red Shoveler,Spatula platalea,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
373.55,species,capsho1,Cape Shoveler,Spatula smithii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
373.6,species,aussho1,Australian Shoveler,Spatula rhynchotis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
373.65,species,norsho,Northern Shoveler,Spatula clypeata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
373.7,hybrid,x00836,Garganey x Northern Shoveler (hybrid),Spatula querquedula x clypeata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
373.85,hybrid,x00629,Blue-winged Teal x Northern Shoveler (hybrid),Spatula discors x clypeata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
373.9,hybrid,x00630,Cinnamon Teal x Northern Shoveler (hybrid),Spatula cyanoptera x clypeata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
377,species,gadwal,Gadwall,Mareca strepera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
378,issf,gadwal1,Gadwall (Common),Mareca strepera strepera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,gadwal
379,issf,gadwal2,Gadwall (Coues's),Mareca strepera couesi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,gadwal
380,hybrid,x00457,Northern Shoveler x Gadwall (hybrid),Spatula clypeata x Mareca strepera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
383,species,falduc,Falcated Duck,Mareca falcata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
384,species,eurwig,Eurasian Wigeon,Mareca penelope,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
384.5,hybrid,x00723,Gadwall x Eurasian Wigeon (hybrid),Mareca strepera x penelope,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
386,species,amewig,American Wigeon,Mareca americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
386.2,hybrid,x00877,Wood Duck x American Wigeon (hybrid),Aix sponsa x Mareca americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
386.25,hybrid,x00777,Northern Shoveler x American Wigeon (hybrid),Spatula clypeata x Mareca americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
386.3,hybrid,x00724,Gadwall x American Wigeon (hybrid),Mareca strepera x americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
386.5,hybrid,x00421,Eurasian x American Wigeon (hybrid),Mareca penelope x americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
388.7,slash,y00670,Eurasian/American Wigeon,Mareca penelope/americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
389,species,chiwig1,Chiloe Wigeon,Mareca sibilatrix,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
391,species,afbduc1,African Black Duck,Anas sparsa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
392,species,yebduc1,Yellow-billed Duck,Anas undulata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
395,species,melduc1,Meller's Duck,Anas melleri,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
395.1,species,pabduc1,Pacific Black Duck,Anas superciliosa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
395.2,species,layduc,Laysan Duck,Anas laysanensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
395.3,species,hawduc,Hawaiian Duck,Anas wyvilliana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
395.4,species,phiduc1,Philippine Duck,Anas luzonica,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
395.5,species,isbduc1,Indian Spot-billed Duck,Anas poecilorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
395.6,species,spbduc,Eastern Spot-billed Duck,Anas zonorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
395.7,slash,y00830,Indian/Eastern Spot-billed Duck,Anas poecilorhyncha/zonorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
396,species,mallar,Mallard,Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
397,issf,mallar3,Mallard (Northern),Anas platyrhynchos platyrhynchos/conboschas,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,mallar
400,issf,mexduc,Mallard (Mexican),Anas platyrhynchos diazi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,mallar
401,intergrade,mallar4,Mallard (Mexican intergrade),Anas platyrhynchos platyrhynchos x diazi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,mallar
402,domestic,mallar2,Mallard (Domestic type),Anas platyrhynchos (Domestic type),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
402.1,hybrid,mdxmal1,Muscovy Duck x Mallard (hybrid),Cairina moschata x Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
402.2,hybrid,x00205,Wood Duck x Mallard (hybrid),Aix sponsa x Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
402.3,hybrid,x00612,Northern Shoveler x Mallard (hybrid),Spatula clypeata x Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
402.4,hybrid,x00420,Gadwall x Mallard (hybrid),Mareca strepera x Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
402.6,hybrid,x00647,Eurasian Wigeon x Mallard (hybrid),Mareca penelope x Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
402.8,hybrid,x00611,American Wigeon x Mallard (hybrid),Mareca americana x Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
406,hybrid,x00760,Yellow-billed Duck x Mallard (hybrid),Anas undulata x platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
406.1,hybrid,x00458,Mallard x Pacific Black Duck (hybrid),Anas platyrhynchos x superciliosa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
406.2,hybrid,x00834,Mallard x Indian Spot-billed Duck (hybrid),Anas platyrhynchos x poecilorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
406.3,hybrid,x00835,Mallard x Eastern Spot-billed Duck (hybrid),Anas platyrhynchos x zonorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
406.5,hybrid,x00423,Mallard x Hawaiian Duck (hybrid),Anas platyrhynchos x wyvilliana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
407,species,ambduc,American Black Duck,Anas rubripes,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
407.2,hybrid,x00004,Mallard x American Black Duck (hybrid),Anas platyrhynchos x rubripes,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
407.5,slash,y00600,Mallard/American Black Duck,Anas platyrhynchos/rubripes,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
409,species,motduc,Mottled Duck,Anas fulvigula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
410,issf,motduc1,Mottled Duck (Florida),Anas fulvigula fulvigula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,motduc
411,issf,motduc2,Mottled Duck (Gulf Coast),Anas fulvigula maculosa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,motduc
411.5,hybrid,x00422,Mallard x Mottled Duck (hybrid),Anas platyrhynchos x fulvigula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
411.6,slash,y00632,Mallard/Mottled Duck,Anas platyrhynchos/fulvigula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
411.65,slash,y00633,American Black/Mottled Duck,Anas rubripes/fulvigula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
439.9,species,captea1,Cape Teal,Anas capensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
440,species,whcpin,White-cheeked Pintail,Anas bahamensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
441,issf,whcpin1,White-cheeked Pintail (White-cheeked),Anas bahamensis bahamensis/rubrirostris,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,whcpin
444,issf,whcpin2,White-cheeked Pintail (Galapagos),Anas bahamensis galapagensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,whcpin
444.2,hybrid,x00778,Mallard x White-cheeked Pintail (hybrid),Anas platyrhynchos x bahamensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
445,species,rebduc1,Red-billed Duck,Anas erythrorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
446,species,norpin,Northern Pintail,Anas acuta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
446.1,hybrid,x00837,Baikal Teal x Northern Pintail (hybrid),Sibirionetta formosa x Anas acuta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
446.3,hybrid,x00610,Gadwall x Northern Pintail (hybrid),Mareca strepera x Anas acuta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
446.5,hybrid,x00761,Eurasian Wigeon x Northern Pintail (hybrid),Mareca penelope x Anas acuta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
446.6,hybrid,x00196,American Wigeon x Northern Pintail (hybrid),Mareca americana x Anas acuta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
446.8,hybrid,x00628,Mallard x Northern Pintail (hybrid),Anas platyrhynchos x acuta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
446.9,hybrid,x00674,American Black Duck x Northern Pintail (hybrid),Anas rubripes x acuta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
447,species,eatpin1,Eaton's Pintail,Anas eatoni,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
450,species,yebpin1,Yellow-billed Pintail,Anas georgica,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
451,issf,yebpin2,Yellow-billed Pintail (South Georgia),Anas georgica georgica,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,yebpin1
452,issf,yebpin3,Yellow-billed Pintail (South American),Anas georgica spinicauda/niceforoi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,yebpin1
462,species,gnwtea,Green-winged Teal,Anas crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
463,issf,egwtea1,Green-winged Teal (Eurasian),Anas crecca crecca/nimia,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,gnwtea
467,issf,agwtea1,Green-winged Teal (American),Anas crecca carolinensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,gnwtea
467.5,intergrade,gnwtea1,Green-winged Teal (intergrade),Anas crecca crecca/nimia x carolinensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,gnwtea
467.55,slash,y00766,Garganey/Green-winged Teal,Spatula querquedula/Anas crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
467.6,hybrid,x00673,Blue-winged x Green-winged Teal (hybrid),Spatula discors x Anas crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
467.8,hybrid,x00763,Cinnamon x Green-winged Teal (hybrid),Spatula cyanoptera x Anas crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
467.9,hybrid,x00762,Gadwall x Green-winged Teal (hybrid),Mareca strepera x Anas crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
467.93,hybrid,x00646,American Wigeon x Green-winged Teal (hybrid),Mareca americana x Anas crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
467.95,hybrid,x00670,Mallard x Green-winged Teal (hybrid),Anas platyrhynchos x crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
467.97,hybrid,x00725,Northern Pintail x Green-winged Teal (hybrid),Anas acuta x crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
468,species,spetea3,Andean Teal,Anas andium,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
469,issf,andtea2,Andean Teal (Merida),Anas andium altipetens,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,spetea3
470,issf,andtea3,Andean Teal (Andean),Anas andium andium,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,spetea3
471,species,yebtea1,Yellow-billed Teal,Anas flavirostris,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
472,issf,spetea2,Yellow-billed Teal (flavirostris),Anas flavirostris flavirostris,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,yebtea1
473,issf,spetea4,Yellow-billed Teal (oxyptera),Anas flavirostris oxyptera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,yebtea1
474,slash,spetea1,Andean/Yellow-billed Teal,Anas andium/flavirostris,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
476.5,species,andtea1,Andaman Teal,Anas albogularis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
477,species,suntea1,Sunda Teal,Anas gibberifrons,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
481,species,gretea1,Gray Teal,Anas gracilis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
482,species,chetea1,Chestnut Teal,Anas castanea,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
482.5,species,bertea1,Bernier's Teal,Anas bernieri,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
483,species,auitea1,Auckland Islands Teal,Anas aucklandica,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
484,species,caitea1,Campbell Islands Teal,Anas nesiotis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
485,species,brotea1,Brown Teal,Anas chlorotis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
485.2,hybrid,x00878,Mallard x Brown Teal (hybrid),Anas platyrhynchos x chlorotis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
486,spuh,teal,teal sp.,Anas sp. (teal sp.),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
487,spuh,dabduc1,dabbling duck sp.,Anas sp.,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
488,species,pieduc1,Pink-eared Duck,Malacorhynchus membranaceus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
489,species,martea1,Marbled Teal,Marmaronetta angustirostris,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
490,species,pihduc1,Pink-headed Duck,Rhodonessa caryophyllacea,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
490.5,species,whwduc1,White-winged Duck,Asarcornis scutulata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
491,species,recpoc,Red-crested Pochard,Netta rufina,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
491.5,hybrid,x00648,Mallard x Red-crested Pochard (hybrid),Anas platyrhynchos x Netta rufina,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
492,species,soupoc1,Southern Pochard,Netta erythrophthalma,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
495,species,robpoc1,Rosy-billed Pochard,Netta peposaca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
496,species,canvas,Canvasback,Aythya valisineria,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
497,species,redhea,Redhead,Aythya americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
497.2,hybrid,x00879,Mallard x Redhead (hybrid),Anas platyrhynchos x Aythya americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
497.3,hybrid,x00684,Canvasback x Redhead (hybrid),Aythya valisineria x americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
498,species,compoc,Common Pochard,Aythya ferina,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
499,species,rinduc,Ring-necked Duck,Aythya collaris,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
499.2,hybrid,x00880,Canvasback x Ring-necked Duck (hybrid),Aythya valisineria x collaris,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
500,hybrid,x00679,Redhead x Ring-necked Duck (hybrid),Aythya americana x collaris,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
502,species,ferduc,Ferruginous Duck,Aythya nyroca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
502.5,hybrid,x00764,Common Pochard x Ferruginous Duck (hybrid),Aythya ferina x nyroca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
503,species,madpoc1,Madagascar Pochard,Aythya innotata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
504,species,baepoc1,Baer's Pochard,Aythya baeri,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
504.2,hybrid,x00838,Ferruginous Duck x Baer's Pochard (hybrid),Aythya nyroca x baeri,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
504.5,slash,y00709,Ferruginous Duck/Baer's Pochard,Aythya nyroca/baeri,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
505,species,wheduc1,White-eyed Duck,Aythya australis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
506,species,tufduc,Tufted Duck,Aythya fuligula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
506.3,hybrid,x00683,Common Pochard x Tufted Duck (hybrid),Aythya ferina x fuligula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
506.5,hybrid,x00652,Ring-necked x Tufted Duck (hybrid),Aythya collaris x fuligula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
506.7,hybrid,x00839,Ferruginous x Tufted Duck (hybrid),Aythya nyroca x fuligula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
507,species,nezsca1,New Zealand Scaup,Aythya novaeseelandiae,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
508,species,gresca,Greater Scaup,Aythya marila,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
510.3,hybrid,x00680,Redhead x Greater Scaup (hybrid),Aythya americana x marila,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
510.4,hybrid,x00779,Ring-necked Duck x Greater Scaup (hybrid),Aythya collaris x marila,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
510.5,hybrid,x00654,Tufted Duck x Greater Scaup (hybrid),Aythya fuligula x marila,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
